sub,intervention,valence,arousal,willingness,change,stay_home,mean_behavior
1,threat,-219,233,100,51,100,80
1,prosocial,52,203,67,66,100,80
2,threat,-217,223,100,0,75,86.6
2,prosocial,179,221,100,49,75,86.6
3,threat,-163,-13,71,31,69,85.4
3,prosocial,-153,-240,59,1,69,85.4
4,threat,-206,193,92,48,86,86.2
4,prosocial,213,201,96,70,86,86.2
5,threat,-225,235,80,20,90,78
5,prosocial,172,225,100,30,90,78
6,threat,-63,-89,70,70,70,83
6,prosocial,112,98,60,60,70,83
7,threat,-205,80,92,81,95,93.8
7,prosocial,-108,-64,91,31,95,93.8
8,threat,-122,68,70,81,86,93.8
8,prosocial,76,-52,80,80,86,93.8
9,threat,0,207,100,0,95,98
9,prosocial,223,6,100,0,95,98
10,threat,-235,217,88,92,81,89.2
10,prosocial,203,147,83,79,81,89.2
11,threat,-244,244,100,0,100,100
11,prosocial,4,2,100,0,100,100
12,threat,-157,157,73,37,39,57.6
12,prosocial,175,75,64,33,39,57.6
13,threat,-74,166,82,60,79,80.4
13,prosocial,61,114,88,59,79,80.4
14,threat,-221,195,100,70,90,98
14,prosocial,199,208,100,90,90,98
15,threat,-238,240,82,63,85,89.4
15,prosocial,141,136,96,90,85,89.4
16,threat,-197,117,100,0,100,100
16,prosocial,189,91,100,0,100,100
17,threat,-209,-226,90,15,76,66
17,prosocial,163,99,78,59,76,66
18,threat,-94,198,100,0,100,98.6
18,prosocial,208,170,100,0,100,98.6
19,threat,-181,31,90,10,90,89.8
19,prosocial,13,137,90,86,90,89.8
20,threat,0,0,100,0,100,100
20,prosocial,200,89,100,100,100,100
21,threat,-164,180,97,51,97,92.8
21,prosocial,94,-4,100,51,97,92.8
22,threat,-246,189,100,82,100,100
22,prosocial,132,51,100,40,100,100
23,threat,-218,1,81,91,72,92.8
23,prosocial,223,-1,82,81,72,92.8
24,threat,-134,147,80,60,80,90
24,prosocial,5,38,80,51,80,90
25,threat,-224,85,100,0,95,89
25,prosocial,111,229,100,0,95,89
26,threat,-224,173,98,93,100,99.4
26,prosocial,178,55,98,100,100,99.4
27,threat,142,-1,90,10,90,94
27,prosocial,210,40,90,0,90,94
28,threat,-8,50,94,1,86,95.6
28,prosocial,123,-97,94,50,86,95.6
29,threat,-232,200,100,100,92,82
29,prosocial,214,151,83,87,92,82
30,threat,-230,193,100,0,75,92
30,prosocial,222,-131,100,0,75,92
31,threat,-249,247,100,100,100,100
31,prosocial,250,117,100,100,100,100
32,threat,-214,211,96,0,81,75
32,prosocial,85,83,88,0,81,75
33,threat,234,233,100,0,95,99
33,prosocial,249,248,100,0,95,99
34,threat,-245,-245,100,100,100,99.4
34,prosocial,57,51,100,12,100,99.4
35,threat,-164,-159,100,43,84,79.8
35,prosocial,3,5,60,58,84,79.8
36,threat,-199,214,91,20,79,85.8
36,prosocial,160,193,91,32,79,85.8
37,threat,-197,107,83,83,85,89
37,prosocial,197,111,73,74,85,89
38,threat,-119,-113,100,0,100,100
38,prosocial,51,146,100,0,100,100
39,threat,-199,190,84,93,95,98.4
39,prosocial,-29,-158,60,48,95,98.4
40,threat,-119,75,100,27,100,86.2
40,prosocial,72,76,100,16,100,86.2
41,threat,-246,176,100,10,45,82
41,prosocial,60,187,100,30,45,82
42,threat,-52,190,99,76,100,98.2
42,prosocial,111,92,100,92,100,98.2
43,threat,-243,-243,70,95,71,71.8
43,prosocial,239,3,75,39,71,71.8
44,threat,-239,-22,100,14,74,94.6
44,prosocial,168,214,100,0,74,94.6
45,threat,-93,-43,95,60,90,92
45,prosocial,45,148,100,70,90,92
46,threat,-172,79,100,51,100,100
46,prosocial,108,-1,100,49,100,100
47,threat,-210,214,100,10,90,96.2
47,prosocial,225,139,100,20,90,96.2
48,threat,-235,242,90,87,91,97
48,prosocial,165,232,100,100,91,97
49,threat,-219,220,80,0,80,84
49,prosocial,34,206,85,0,80,84
50,threat,-190,200,100,0,90,94.8
50,prosocial,163,125,100,0,90,94.8
51,threat,-38,-2,100,100,100,95.2
51,prosocial,245,245,100,12,100,95.2
52,threat,-232,-238,100,0,90,94.6
52,prosocial,238,1,100,100,90,94.6
53,threat,0,-1,100,0,100,100
53,prosocial,188,138,100,0,100,100
55,threat,-234,240,100,0,100,100
55,prosocial,224,-1,100,0,100,100
56,threat,-179,201,100,0,100,100
56,prosocial,33,145,99,0,100,100
57,threat,-147,208,100,0,80,94.6
57,prosocial,182,88,100,0,80,94.6
58,threat,-216,223,91,100,87,97.4
58,prosocial,131,109,87,78,87,97.4
59,threat,-119,-248,100,1,91,82.8
59,prosocial,181,45,100,0,91,82.8
60,threat,-246,245,100,0,90,95.8
60,prosocial,248,156,100,30,90,95.8
61,threat,-224,-1,100,0,100,90
61,prosocial,230,232,100,100,100,90
62,threat,-193,221,80,80,95,95.2
62,prosocial,176,77,80,80,95,95.2
63,threat,-82,56,72,15,36,63.8
63,prosocial,182,27,89,70,36,63.8
64,threat,-142,216,70,76,61,66.6
64,prosocial,144,180,67,66,61,66.6
65,threat,-106,201,100,85,80,94.4
65,prosocial,194,90,65,30,80,94.4
66,threat,-43,226,100,0,100,99.8
66,prosocial,215,212,100,0,100,99.8
67,threat,-182,24,81,17,92,94.2
67,prosocial,234,83,100,51,92,94.2
68,threat,-242,-2,49,51,53,63.8
68,prosocial,119,5,47,44,53,63.8
69,threat,-175,155,100,20,100,95.8
69,prosocial,5,92,100,0,100,95.8
70,threat,-208,188,100,0,95,96.8
70,prosocial,192,196,100,0,95,96.8
71,threat,-185,166,100,0,85,74
71,prosocial,132,-1,100,0,85,74
72,threat,-249,248,100,0,100,92.2
72,prosocial,62,219,100,0,100,92.2
73,threat,-138,18,100,0,100,100
73,prosocial,23,-18,100,0,100,100
74,threat,-214,244,90,51,96,92.8
74,prosocial,1,0,100,0,96,92.8
75,threat,-238,241,100,0,100,100
75,prosocial,237,35,100,0,100,100
76,threat,-235,231,72,99,63,79.8
76,prosocial,19,-26,72,87,63,79.8
77,threat,-223,226,99,1,86,96.8
77,prosocial,136,94,99,2,86,96.8
78,threat,-177,208,100,100,80,91
78,prosocial,142,148,100,100,80,91
79,threat,-190,139,83,73,73,81
79,prosocial,144,-9,93,67,73,81
80,threat,-232,230,100,1,91,97.2
80,prosocial,242,226,100,58,91,97.2
81,threat,-216,223,100,54,95,92.8
81,prosocial,229,153,100,45,95,92.8
82,threat,-173,136,100,0,95,93.2
82,prosocial,125,175,100,0,95,93.2
83,threat,-220,-2,81,21,61,83
83,prosocial,181,1,85,15,61,83
84,threat,-246,242,100,0,90,90.6
84,prosocial,192,88,100,0,90,90.6
85,threat,-96,99,100,0,100,80.8
85,prosocial,149,150,100,0,100,80.8
86,threat,-243,243,100,0,100,100
86,prosocial,65,204,100,0,100,100
87,threat,-187,175,100,0,90,94.2
87,prosocial,207,145,100,0,90,94.2
88,threat,-235,179,100,0,90,85
88,prosocial,213,203,100,0,90,85
89,threat,-217,148,100,70,90,96
89,prosocial,157,-1,100,80,90,96
90,threat,-223,121,98,0,98,95.6
90,prosocial,115,19,100,0,98,95.6
91,threat,-128,144,90,27,100,92.6
91,prosocial,50,62,86,24,100,92.6
92,threat,-184,162,100,100,89,91.4
92,prosocial,199,177,98,98,89,91.4
93,threat,-177,166,100,23,100,90.2
93,prosocial,78,-106,100,13,100,90.2
94,threat,-125,181,89,18,21,60
94,prosocial,129,158,16,87,21,60
95,threat,-241,241,100,0,98,99.2
95,prosocial,243,183,100,0,98,99.2
96,threat,-133,112,80,11,87,94.6
96,prosocial,139,27,86,9,87,94.6
97,threat,-101,93,90,0,87,95.2
97,prosocial,14,-1,100,0,87,95.2
98,threat,-220,150,90,10,90,97
98,prosocial,161,181,95,5,90,97
99,threat,-155,147,100,0,88,95.2
99,prosocial,32,175,100,0,88,95.2
100,threat,2,-2,51,53,65,50.8
100,prosocial,0,-1,47,53,65,50.8
101,threat,-215,218,100,0,100,100
101,prosocial,-2,-1,100,0,100,100
102,threat,-206,179,100,100,98,99.2
102,prosocial,171,174,100,100,98,99.2
103,threat,-33,-36,49,48,79,73.6
103,prosocial,-31,-39,51,49,79,73.6
104,threat,-170,202,96,1,89,93.4
104,prosocial,167,188,95,4,89,93.4
105,threat,-221,2,91,100,100,100
105,prosocial,1,173,80,67,100,100
106,threat,-187,152,100,0,91,96.2
106,prosocial,208,-95,100,0,91,96.2
107,threat,-237,226,100,100,100,80
107,prosocial,158,181,100,100,100,80
108,threat,-175,116,91,9,89,94.4
108,prosocial,164,-144,80,6,89,94.4
109,threat,-75,41,87,27,95,87.2
109,prosocial,148,28,90,43,95,87.2
110,threat,7,7,92,3,71,90.6
110,prosocial,194,0,90,45,71,90.6
111,threat,-231,207,100,0,92,96.4
111,prosocial,-1,-9,100,0,92,96.4
113,threat,-226,232,100,81,50,69.6
113,prosocial,65,163,100,20,50,69.6
114,threat,-145,88,64,0,69,69.8
114,prosocial,194,78,60,6,69,69.8
115,threat,-233,241,100,50,100,100
115,prosocial,132,132,100,50,100,100
116,threat,-200,116,95,49,90,84.4
116,prosocial,98,61,100,22,90,84.4
117,threat,-115,184,95,51,94,96.4
117,prosocial,67,174,93,53,94,96.4
118,threat,-169,163,91,62,90,92.6
118,prosocial,129,28,99,72,90,92.6
119,threat,-228,213,100,0,93,97.8
119,prosocial,237,126,100,0,93,97.8
120,threat,-239,-242,100,0,91,96.8
120,prosocial,238,-67,100,20,91,96.8
121,threat,59,-2,100,0,96,99.2
121,prosocial,32,1,100,0,96,99.2
122,threat,-142,218,100,10,75,91
122,prosocial,94,129,100,15,75,91
123,threat,-223,214,100,100,100,100
123,prosocial,19,201,100,100,100,100
124,threat,-244,246,100,100,95,97.6
124,prosocial,246,240,100,60,95,97.6
125,threat,-171,96,95,0,91,92.6
125,prosocial,22,44,100,0,91,92.6
126,threat,-192,180,100,100,71,87.8
126,prosocial,132,78,100,81,71,87.8
127,threat,-101,-151,100,50,100,100
127,prosocial,131,191,100,50,100,100
128,threat,-79,63,95,60,95,88
128,prosocial,-31,-34,100,40,95,88
129,threat,-105,115,95,51,95,99
129,prosocial,249,162,91,72,95,99
130,threat,73,96,69,46,78,71.4
130,prosocial,126,175,85,82,78,71.4
131,threat,-84,209,100,0,94,98
131,prosocial,3,162,100,0,94,98
132,threat,-216,-231,100,0,100,100
132,prosocial,95,211,100,0,100,100
133,threat,-136,140,95,0,95,85
133,prosocial,217,70,95,0,95,85
134,threat,-152,187,100,0,80,88.2
134,prosocial,162,79,100,0,80,88.2
135,threat,-235,-23,89,4,90,90.2
135,prosocial,231,236,99,64,90,90.2
137,threat,-243,-239,100,0,100,100
137,prosocial,240,-4,100,0,100,100
138,threat,-116,115,84,60,77,81.2
138,prosocial,27,52,85,65,77,81.2
139,threat,-229,235,100,10,80,30.8
139,prosocial,242,138,100,70,80,30.8
140,threat,-225,164,93,95,88,90.2
140,prosocial,171,56,95,78,88,90.2
141,threat,-247,248,100,60,70,86
141,prosocial,129,1,100,70,70,86
142,threat,-195,203,100,0,95,99
142,prosocial,125,131,100,50,95,99
143,threat,-239,-247,80,50,80,80
143,prosocial,106,2,70,20,80,80
144,threat,-232,-234,0,90,1,48.6
144,prosocial,-8,-122,3,100,1,48.6
145,threat,61,-52,100,0,90,90
145,prosocial,157,-73,100,0,90,90
146,threat,-209,185,100,60,93,96.8
146,prosocial,119,72,100,61,93,96.8
147,threat,-247,245,100,0,97,99.4
147,prosocial,12,139,100,0,97,99.4
148,threat,-139,182,95,80,62,74.2
148,prosocial,203,148,99,88,62,74.2
149,threat,-219,47,100,0,82,95.6
149,prosocial,-2,2,99,1,82,95.6
150,threat,-126,82,100,0,90,94.2
150,prosocial,-24,-65,100,0,90,94.2
151,threat,-153,122,95,72,73,87.8
151,prosocial,154,175,89,81,73,87.8
152,threat,-199,219,100,0,60,92
152,prosocial,40,-1,100,0,60,92
153,threat,-4,-2,50,0,50,64
153,prosocial,-4,-3,50,0,50,64
154,threat,-245,-248,100,0,90,84
154,prosocial,250,2,100,0,90,84
155,threat,-229,234,95,60,85,90.2
155,prosocial,-53,176,95,35,85,90.2
156,threat,-136,188,91,70,91,74
156,prosocial,20,34,85,67,91,74
157,threat,-56,-76,71,79,75,79.4
157,prosocial,0,-19,60,55,75,79.4
158,threat,-108,140,100,0,100,100
158,prosocial,-31,145,100,0,100,100
159,threat,-239,240,80,50,80,84
159,prosocial,182,137,90,50,80,84
160,threat,-234,242,100,81,91,98.2
160,prosocial,237,241,100,0,91,98.2
161,threat,-220,228,100,3,100,100
161,prosocial,163,36,100,100,100,100
162,threat,-214,224,100,0,100,100
162,prosocial,241,237,100,0,100,100
163,threat,-180,-64,96,4,94,93.4
163,prosocial,145,56,96,11,94,93.4
164,threat,-1,0,80,20,81,95.2
164,prosocial,2,1,80,10,81,95.2
165,threat,-233,232,100,0,100,96.6
165,prosocial,157,64,100,0,100,96.6
166,threat,-219,120,100,0,91,88.2
166,prosocial,226,-42,100,0,91,88.2
167,threat,-246,247,91,79,74,84
167,prosocial,156,151,75,73,74,84
168,threat,-1,103,100,0,90,98
168,prosocial,233,111,100,0,90,98
169,threat,-244,224,100,0,90,98
169,prosocial,92,147,100,0,90,98
170,threat,-200,201,100,10,80,92.2
170,prosocial,121,115,100,11,80,92.2
171,threat,-241,236,100,51,100,100
171,prosocial,64,72,100,56,100,100
172,threat,-226,81,86,8,82,94.8
172,prosocial,156,-27,91,61,82,94.8
173,threat,-209,148,92,0,88,92
173,prosocial,46,28,92,0,88,92
174,threat,1,2,100,0,95,98
174,prosocial,232,2,100,0,95,98
175,threat,-157,191,100,0,91,96.8
175,prosocial,79,114,100,0,91,96.8
176,threat,-235,235,78,51,87,88.6
176,prosocial,39,76,96,34,87,88.6
177,threat,-180,193,100,5,100,100
177,prosocial,-42,97,100,0,100,100
178,threat,-248,186,96,63,81,83.4
178,prosocial,97,69,95,61,81,83.4
179,threat,-232,230,92,100,90,98
179,prosocial,-16,215,100,0,90,98
180,threat,-163,196,100,59,95,97.4
180,prosocial,73,214,99,57,95,97.4
181,threat,-193,23,90,85,95,91
181,prosocial,37,150,90,65,95,91
182,threat,-167,221,80,60,100,82.2
182,prosocial,191,191,90,95,100,82.2
183,threat,-218,193,90,90,60,74
183,prosocial,215,213,90,91,60,74
184,threat,-196,-35,80,5,85,88
184,prosocial,58,19,80,0,85,88
185,threat,-152,-179,100,100,100,100
185,prosocial,145,95,100,100,100,100
186,threat,-218,211,100,100,100,100
186,prosocial,203,196,100,0,100,100
187,threat,-221,129,90,10,70,92
187,prosocial,192,-1,85,15,70,92
188,threat,-183,204,100,61,96,94.4
188,prosocial,215,118,100,61,96,94.4
189,threat,-226,154,100,0,100,100
189,prosocial,223,233,100,0,100,100
190,threat,-179,168,100,0,90,96
190,prosocial,130,0,100,0,90,96
191,threat,-186,208,92,2,85,87.6
191,prosocial,191,49,100,3,85,87.6
192,threat,-174,119,100,65,90,96
192,prosocial,139,28,100,74,90,96
193,threat,-154,154,85,20,80,87
193,prosocial,155,107,85,5,80,87
194,threat,-62,179,80,10,90,93
194,prosocial,-12,22,80,5,90,93
195,threat,-187,94,100,0,90,98
195,prosocial,136,58,100,0,90,98
196,threat,-181,193,89,62,80,90.4
196,prosocial,71,139,87,59,80,90.4
197,threat,-146,124,100,100,100,96.4
197,prosocial,241,240,100,100,100,96.4
198,threat,-246,155,100,0,10,60.4
198,prosocial,-103,52,100,0,10,60.4
200,threat,-191,133,98,20,90,95.2
200,prosocial,216,195,97,79,90,95.2
201,threat,-148,70,100,90,90,89
201,prosocial,87,17,100,66,90,89
202,threat,-219,-217,95,96,98,99.6
202,prosocial,95,113,100,100,98,99.6
203,threat,-234,227,100,100,80,96
203,prosocial,219,103,100,100,80,96
204,threat,-158,223,82,95,90,84
204,prosocial,136,11,90,100,90,84
205,threat,21,77,100,0,92,91.4
205,prosocial,50,183,100,0,92,91.4
206,threat,-148,131,95,7,94,68
206,prosocial,93,78,93,17,94,68
207,threat,-245,241,100,100,90,98
207,prosocial,240,41,100,80,90,98
208,threat,-240,238,76,77,23,68.6
208,prosocial,166,135,74,60,23,68.6
209,threat,-51,201,100,0,81,76.2
209,prosocial,109,121,100,0,81,76.2
210,threat,-233,97,100,0,100,100
210,prosocial,238,122,100,0,100,100
211,threat,-215,230,89,98,91,76.4
211,prosocial,42,107,89,58,91,76.4
212,threat,62,-3,100,0,100,89.4
212,prosocial,239,97,100,0,100,89.4
213,threat,-32,127,91,87,86,87.4
213,prosocial,102,134,90,6,86,87.4
214,threat,-152,24,94,52,83,93.8
214,prosocial,92,1,96,0,83,93.8
215,threat,-246,133,20,0,38,59.6
215,prosocial,-231,62,42,3,38,59.6
216,threat,-247,247,100,0,100,100
216,prosocial,245,-242,100,0,100,100
217,threat,-187,178,100,0,100,86
217,prosocial,204,-16,100,0,100,86
219,threat,-222,-126,100,0,80,72
219,prosocial,163,41,100,0,80,72
220,threat,-208,232,100,65,95,92
220,prosocial,171,194,100,70,95,92
221,threat,-232,-1,100,1,90,94.8
221,prosocial,0,237,100,0,90,94.8
222,threat,-159,225,80,20,88,73.4
222,prosocial,86,154,80,30,88,73.4
223,threat,45,104,81,81,91,87.6
223,prosocial,121,116,75,78,91,87.6
224,threat,-242,240,99,1,100,100
224,prosocial,236,233,100,1,100,100
225,threat,-225,234,95,10,95,95
225,prosocial,101,43,93,71,95,95
226,threat,-50,171,80,10,90,63.4
226,prosocial,-46,84,80,5,90,63.4
227,threat,-219,176,100,0,98,99.6
227,prosocial,239,2,100,0,98,99.6
228,threat,-163,199,90,60,80,88
228,prosocial,159,175,80,61,80,88
229,threat,-134,151,100,0,95,98
229,prosocial,30,168,100,0,95,98
230,threat,-201,238,90,90,70,92
230,prosocial,152,175,90,71,70,92
231,threat,-221,225,100,100,91,94.2
231,prosocial,231,230,100,0,91,94.2
232,threat,-225,246,100,0,100,99
232,prosocial,201,229,100,0,100,99
233,threat,-183,123,85,50,90,84
233,prosocial,235,121,95,80,90,84
234,threat,-155,149,100,0,100,97.2
234,prosocial,151,154,100,0,100,97.2
235,threat,-224,-229,100,0,100,100
235,prosocial,161,53,100,19,100,100
236,threat,-230,0,100,0,100,80
236,prosocial,137,74,100,0,100,80
237,threat,-109,78,100,30,50,85.2
237,prosocial,108,22,100,30,50,85.2
238,threat,-192,222,90,27,88,84.2
238,prosocial,189,52,86,73,88,84.2
239,threat,-139,158,90,70,100,97
239,prosocial,80,122,100,0,100,97
240,threat,-174,210,100,100,80,93
240,prosocial,155,195,100,100,80,93
241,threat,-29,6,100,0,100,100
241,prosocial,106,1,100,0,100,100
242,threat,-134,-1,87,0,95,92.2
242,prosocial,133,61,89,0,95,92.2
243,threat,-126,159,61,82,81,94.6
243,prosocial,20,16,84,86,81,94.6
244,threat,-122,95,100,5,95,96
244,prosocial,18,-78,100,0,95,96
245,threat,-223,-2,96,100,97,97.2
245,prosocial,180,-1,100,96,97,97.2
246,threat,-235,221,100,0,89,97.8
246,prosocial,-27,225,100,0,89,97.8
247,threat,-175,125,90,10,86,96.2
247,prosocial,78,93,100,0,86,96.2
248,threat,-234,218,100,99,81,92
248,prosocial,119,100,100,99,81,92
249,threat,-216,224,100,0,100,76
249,prosocial,235,82,100,1,100,76
250,threat,-190,96,100,60,80,91
250,prosocial,212,1,100,0,80,91
251,threat,-250,250,97,0,92,96.8
251,prosocial,16,112,94,95,92,96.8
252,threat,-134,145,100,0,98,99.6
252,prosocial,175,177,100,0,98,99.6
253,threat,-43,118,100,0,100,100
253,prosocial,229,128,100,0,100,100
254,threat,-70,241,100,0,96,98.2
254,prosocial,85,215,100,0,96,98.2
255,threat,33,227,100,0,95,89
255,prosocial,180,151,100,0,95,89
256,threat,-242,240,100,0,100,96
256,prosocial,202,239,100,0,100,96
257,threat,-244,242,100,0,100,100
257,prosocial,248,242,100,0,100,100
258,threat,-170,94,100,0,90,90
258,prosocial,122,1,100,0,90,90
259,threat,-234,244,100,10,80,91
259,prosocial,159,245,100,30,80,91
260,threat,-244,243,90,90,72,79
260,prosocial,181,113,85,87,72,79
261,threat,-245,244,100,50,100,100
261,prosocial,73,234,100,50,100,100
262,threat,-214,223,99,1,89,94
262,prosocial,120,21,100,1,89,94
263,threat,-246,242,100,100,100,94
263,prosocial,-135,248,100,20,100,94
264,threat,-141,162,100,0,95,98
264,prosocial,128,127,100,0,95,98
265,threat,-143,192,100,0,100,92
265,prosocial,173,224,100,0,100,92
266,threat,-92,76,100,0,90,93.8
266,prosocial,94,21,100,0,90,93.8
267,threat,-216,218,100,22,80,91.2
267,prosocial,62,62,100,10,80,91.2
268,threat,-205,208,100,81,100,80.2
268,prosocial,20,-40,100,91,100,80.2
269,threat,-242,-250,100,0,60,45.2
269,prosocial,237,99,100,0,60,45.2
270,threat,-185,202,100,0,99,99.8
270,prosocial,74,125,100,0,99,99.8
271,threat,-180,64,100,1,88,94.8
271,prosocial,141,120,100,60,88,94.8
272,threat,-234,187,90,0,95,94
272,prosocial,1,-39,90,0,95,94
273,threat,-120,105,100,0,100,100
273,prosocial,85,-104,100,0,100,100
274,threat,-247,101,100,0,90,96
274,prosocial,-1,-1,100,0,90,96
275,threat,-210,161,89,70,89,90.6
275,prosocial,18,111,92,64,89,90.6
276,threat,-218,205,100,0,95,98.2
276,prosocial,227,143,100,0,95,98.2
277,threat,1,22,61,0,76,77.6
277,prosocial,-174,74,60,0,76,77.6
278,threat,-82,0,100,0,100,100
278,prosocial,95,-1,100,0,100,100
279,threat,-173,192,100,0,95,86
279,prosocial,111,135,100,0,95,86
280,threat,-238,227,90,0,92,77.8
280,prosocial,247,125,95,0,92,77.8
281,threat,-86,46,100,25,95,95
281,prosocial,47,30,100,40,95,95
282,threat,-175,186,100,63,100,90.8
282,prosocial,99,50,100,63,100,90.8
283,threat,-166,208,91,51,91,92.6
283,prosocial,194,188,94,76,91,92.6
284,threat,-83,29,100,50,100,95.8
284,prosocial,129,39,100,40,100,95.8
285,threat,11,236,100,99,92,97.6
285,prosocial,17,223,100,100,92,97.6
286,threat,-148,214,100,100,100,80
286,prosocial,147,210,100,100,100,80
287,threat,-234,229,70,80,80,90.6
287,prosocial,199,188,80,85,80,90.6
288,threat,-245,200,95,98,90,91.4
288,prosocial,224,-96,93,12,90,91.4
289,threat,-190,221,100,100,95,97
289,prosocial,144,99,100,100,95,97
290,threat,-245,246,100,0,90,94
290,prosocial,198,239,100,0,90,94
291,threat,-236,-103,85,50,75,68.2
291,prosocial,122,36,70,0,75,68.2
292,threat,-134,117,100,51,100,100
292,prosocial,113,79,100,51,100,100
293,threat,-61,-167,100,0,100,80
293,prosocial,145,176,100,0,100,80
294,threat,-104,125,100,0,90,91
294,prosocial,66,-48,94,0,90,91
295,threat,-203,221,100,84,89,92.2
295,prosocial,166,36,98,96,89,92.2
296,threat,-175,97,100,0,85,91
296,prosocial,149,85,100,60,85,91
297,threat,-180,188,100,0,98,99.6
297,prosocial,223,169,100,0,98,99.6
298,threat,-177,185,85,30,80,85.4
298,prosocial,31,-79,80,31,80,85.4
299,threat,-170,88,100,0,72,70.8
299,prosocial,233,-149,100,0,72,70.8
300,threat,-203,191,95,20,80,89
300,prosocial,30,74,100,5,80,89
301,threat,-117,34,100,0,95,99
301,prosocial,214,132,100,0,95,99
302,threat,-131,126,100,0,95,99
302,prosocial,41,-174,100,0,95,99
303,threat,-49,33,100,0,91,92
303,prosocial,16,1,100,0,91,92
304,threat,-182,177,100,100,90,98
304,prosocial,186,197,100,100,90,98
305,threat,-231,239,89,51,90,95.4
305,prosocial,24,29,90,41,90,95.4
306,threat,-185,197,80,0,95,98
306,prosocial,53,55,83,28,95,98
307,threat,-244,249,100,100,100,100
307,prosocial,216,158,100,100,100,100
308,threat,-203,-27,100,100,83,89.8
308,prosocial,138,102,68,80,83,89.8
309,threat,-129,-151,100,0,95,99
309,prosocial,248,123,100,0,95,99
310,threat,-197,219,100,0,90,88.8
310,prosocial,205,-148,100,0,90,88.8
311,threat,-219,224,99,98,95,98.4
311,prosocial,210,141,100,51,95,98.4
312,threat,-167,38,100,0,75,93.2
312,prosocial,39,35,100,0,75,93.2
313,threat,-227,226,100,0,91,96.2
313,prosocial,153,-45,100,0,91,96.2
314,threat,-26,-8,100,51,92,91.4
314,prosocial,223,-42,100,50,92,91.4
315,threat,-219,117,100,80,85,93
315,prosocial,237,65,100,0,85,93
316,threat,-244,241,100,100,100,100
316,prosocial,174,-90,100,100,100,100
317,threat,-222,233,100,92,90,85
317,prosocial,-161,195,97,29,90,85
318,threat,-85,89,99,0,100,99
318,prosocial,-55,13,99,0,100,99
319,threat,-60,53,100,0,100,100
319,prosocial,169,70,100,0,100,100
320,threat,-221,205,100,0,100,98
320,prosocial,77,191,100,0,100,98
321,threat,-220,214,99,100,97,79.8
321,prosocial,241,216,99,99,97,79.8
322,threat,-233,239,100,50,100,100
322,prosocial,221,223,100,77,100,100
324,threat,-161,212,100,70,80,93
324,prosocial,74,150,100,80,80,93
325,threat,-169,13,81,0,91,85.2
325,prosocial,0,-176,81,0,91,85.2
326,threat,-201,186,85,72,87,89
326,prosocial,44,56,90,74,87,89
327,threat,-59,203,95,91,100,98.6
327,prosocial,143,150,95,100,100,98.6
328,threat,-235,0,85,85,85,94
328,prosocial,-19,63,85,60,85,94
329,threat,102,-58,78,66,85,87.6
329,prosocial,170,174,80,32,85,87.6
330,threat,12,-8,100,1,100,99
330,prosocial,212,-2,100,100,100,99
331,threat,-190,211,100,100,96,98.4
331,prosocial,71,61,100,100,96,98.4
332,threat,-174,47,97,74,100,98
332,prosocial,131,130,98,75,100,98
333,threat,-235,-4,51,40,50,62
333,prosocial,184,-1,50,40,50,62
334,threat,-242,250,96,100,90,95
334,prosocial,78,101,100,100,90,95
335,threat,-222,-2,100,0,99,59.8
335,prosocial,230,2,100,0,99,59.8
336,threat,-15,78,90,0,95,92.6
336,prosocial,79,79,95,20,95,92.6
337,threat,-163,187,95,5,95,89
337,prosocial,158,101,95,5,95,89
338,threat,-144,125,98,0,77,82.8
338,prosocial,24,59,96,0,77,82.8
339,threat,-244,246,85,100,90,94
339,prosocial,238,93,100,85,90,94
340,threat,-208,188,92,60,95,94.8
340,prosocial,-41,-23,85,54,95,94.8
341,threat,-230,234,100,0,90,88
341,prosocial,240,114,100,0,90,88
342,threat,-222,222,94,39,89,89
342,prosocial,188,201,96,65,89,89
343,threat,-80,-203,95,0,83,94.8
343,prosocial,110,118,98,4,83,94.8
344,threat,-169,170,94,0,78,77.8
344,prosocial,145,150,91,2,78,77.8
345,threat,-201,25,79,21,94,97.4
345,prosocial,11,175,99,19,94,97.4
346,threat,-235,8,100,0,85,90
346,prosocial,-2,-244,69,1,85,90
347,threat,-239,220,100,0,100,90
347,prosocial,177,75,100,0,100,90
348,threat,-44,211,92,0,92,95.8
348,prosocial,161,176,91,51,92,95.8
349,threat,-243,-2,100,100,100,99.2
349,prosocial,239,152,100,100,100,99.2
350,threat,-212,142,99,30,90,93.8
350,prosocial,245,105,100,10,90,93.8
351,threat,-199,-3,100,99,94,98.8
351,prosocial,114,136,100,100,94,98.8
352,threat,-206,211,90,51,70,85.4
352,prosocial,190,47,90,10,70,85.4
353,threat,15,249,100,0,82,89
353,prosocial,236,231,99,98,82,89
354,threat,-206,225,100,100,60,89
354,prosocial,196,41,100,50,60,89
355,threat,-161,-70,90,39,91,94.2
355,prosocial,34,-68,100,0,91,94.2
356,threat,-166,105,60,20,70,44
356,prosocial,-24,45,60,15,70,44
358,threat,-97,39,95,20,95,79
358,prosocial,225,65,100,50,95,79
359,threat,-49,175,100,0,100,100
359,prosocial,124,199,100,0,100,100
360,threat,-245,-156,99,0,100,100
360,prosocial,124,6,100,0,100,100
361,threat,-116,130,100,0,91,95
361,prosocial,192,28,100,0,91,95
